page_path,page_title,original_video_title_or_filename,youtube_search_query,candidate_title,candidate_url,candidate_channel,candidate_duration,original_mp4_url
/index.html?p=3772.html,Thầy thuốc nhân dân Trần Đình Chiến lý giải nguyên nhân vì sao tập khí công có thể chữa khỏi bệnh,thay thuoc tran dinh chien,thay thuoc tran dinh chien Pháp Luân Công,PGS.TS. Thầy thuốc Nhân dân Trần Đình Chiến – Nguyên Trưởng khoa Chấn thương chỉnh,https://www.youtube.com/watch?v=wUCc6-PEV8Y,Chân Tướng ,373.0,https://dieukydieu.tv/wp-content/uploads/2020/06/thay-thuoc-tran-dinh-chien.mp4
/index.html?p=3779.html,Pháp Luân Công- Những bức ảnh lịch sử,Nhung hinh anh lich su,Nhung hinh anh lich su Pháp Luân Công,Pháp Luân Công - Những bức ảnh lịch sử,https://www.youtube.com/watch?v=kd4DYcl75hk,Dafa Great,548.0,https://dieukydieu.tv/wp-content/uploads/2020/06/Nhung-hinh-anh-lich-su.mp4
/index.html?p=3827.html,Pháp Luân Công- Tin thật và tin giả,Pháp luân công 5. Sự hồi sinh kỳ diệu của TS.BS . Lê Thị Thanh Thái,Pháp luân công 5. Sự hồi sinh kỳ diệu của TS.BS . Lê Thị Thanh Thái,Sự hồi sinh kỳ diệu của TS.BS. Lê Thị Thanh Thái nhờ tu luyện Pháp Luân Công. Nguồn NTDVN Tin Tức,https://www.youtube.com/watch?v=lsWE8n-ANzM,HoaVu,330.0,https://dieukydieu.tv/wp-content/uploads/2021/01/Pháp-luân-công_-5.-Sự-hồi-sinh-kỳ-diệu-của-TS.BS_.-Lê-Thị-Thanh-Thái.mp4
/index.html?p=3827.html,Pháp Luân Công- Tin thật và tin giả,THIẾU TƯỚNG NGUYÊN TỔNG BIÊN TẬP BÁO QUÂN ĐỘI NÓI GÌ VỀ PHÁP LUÂN CÔNG— Đại Kỷ Nguyên,THIẾU TƯỚNG NGUYÊN TỔNG BIÊN TẬP BÁO QUÂN ĐỘI NÓI GÌ VỀ PHÁP LUÂN CÔNG— Đại Kỷ Nguyên,thiếu tướng nguyên tổng biên tập báo QDNN chia sẻ về Pháp Luân Công,https://www.youtube.com/watch?v=ADci5M9BmMY,Thuỷ là Nước ,10759.0,https://dieukydieu.tv/wp-content/uploads/2021/01/THIẾU-TƯỚNG-NGUYÊN-TỔNG-BIÊN-TẬP-BÁO-QUÂN-ĐỘI-NÓI-GÌ-VỀ-PHÁP-LUÂN-CÔNG—-Đại-Kỷ-Nguyên.mp4
/index.html?p=3827.html,Pháp Luân Công- Tin thật và tin giả,Nghệ sĩ múa Lê Vi Tôi may mắn khi tìm thấy ánh sáng chân lý của cuộc đời,Nghệ sĩ múa Lê Vi Tôi may mắn khi tìm thấy ánh sáng chân lý của cuộc đời Pháp Luân Công,Nghệ sĩ múa Lê Vi: Tôi may mắn khi tìm thấy ánh sáng chân lý của cuộc đời.,https://www.youtube.com/watch?v=iShjqy8jmgY,Hỗ Trợ và Chia Sẻ học Pháp Luân Công,355.0,https://dieukydieu.tv/wp-content/uploads/2021/01/Nghệ-sĩ-múa-Lê-Vi-_-Tôi-may-mắn-khi-tìm-thấy-ánh-sáng-chân-lý-của-cuộc-đời.mp4
/index.html?p=3827.html,Pháp Luân Công- Tin thật và tin giả,Thầy thuốc nhân dân Trần Đình Chiến lý giải nguyên nhân vì sao tập khí công có thể chữa khỏi bệnh.,Thầy thuốc nhân dân Trần Đình Chiến lý giải nguyên nhân vì sao tập khí công có thể chữa khỏi bệnh. Pháp Luân Công,Thầy thuốc nhân dân Trần Đình Chiến lý giải nguyên nhân vì sao tập khí công có thể chữa khỏi bệnh,https://www.youtube.com/watch?v=Vrzq8RIcarY,Kỷ Nguyên Mới,374.0,https://dieukydieu.tv/wp-content/uploads/2021/01/Thầy-thuốc-nhân-dân-Trần-Đình-Chiến-lý-giải-nguyên-nhân-vì-sao-tập-khí-công-có-thể-chữa-khỏi-bệnh..mp4
/index.html?p=3827.html,Pháp Luân Công- Tin thật và tin giả,Pháp Luân Công HÀNH TRÌNH NGƯỜI CHA CHỮA BỆNH SUY GIẢM TIỂU CẦU VÔ CĂN CHO CON GÁI,Pháp Luân Công HÀNH TRÌNH NGƯỜI CHA CHỮA BỆNH SUY GIẢM TIỂU CẦU VÔ CĂN CHO CON GÁI,Pháp Luân Công: HÀNH TRÌNH NGƯỜI CHA CHỮA BỆNH SUY GIẢM TIỂU CẦU VÔ CĂN CHO CON GÁI,https://www.youtube.com/watch?v=6MIlUIKHgTw,Dafa Great,549.0,https://dieukydieu.tv/wp-content/uploads/2021/01/Pháp-Luân-Công_-HÀNH-TRÌNH-NGƯỜI-CHA-CHỮA-BỆNH-SUY-GIẢM-TIỂU-CẦU-VÔ-CĂN-CHO-CON-GÁI.mp4
/index.html?p=3985.html,PHÁP LUÂN CÔNG VÀ NHỮNG ĐIỀU ÍT BIẾT VỀ NGÀY PHÁP LUÂN ĐẠI PHÁP THẾ GIỚI,PHÁP LUÂN CÔNG VÀ NHỮNG ĐIỀU ÍT BIẾT VỀ NGÀY PHÁP LUÂN ĐẠI PHÁP THẾ GIỚI,PHÁP LUÂN CÔNG VÀ NHỮNG ĐIỀU ÍT BIẾT VỀ NGÀY PHÁP LUÂN ĐẠI PHÁP THẾ GIỚI,PHÁP LUÂN CÔNG VÀ NHỮNG ĐIỀU ÍT BIẾT VỀ NGÀY PHÁP LUÂN ĐẠI PHÁP THẾ GIỚI,https://www.youtube.com/watch?v=hKF---R0gaw,Chân Tướng,319.0,https://dieukydieu.tv/wp-content/uploads/2021/05/PH%C3%81P-LU%C3%82N-C%C3%94NG-V%C3%80-NH%E1%BB%AENG-%C4%90I%E1%BB%80U-%C3%8DT-BI%E1%BA%BET-V%E1%BB%80-NG%C3%80Y-PH%C3%81P-LU%C3%82N-%C4%90%E1%BA%A0I-PH%C3%81P-TH%E1%BA%BE-GI%E1%BB%9AI.mp4
/index.html?p=3994.html,Người phụ nữ cận kề cái chết đánh bại virus viêm phổi Vũ Hán,Người phụ nữ cận kề cái chết đánh bại virut viêm phổi Vũ Hán,Người phụ nữ cận kề cái chết đánh bại virut viêm phổi Vũ Hán Pháp Luân Công,Đánh bại COVID-19: Người phụ nữ người Mỹ cận kề cái chết do virus Vũ Hán hồi phục chỉ sau 3 ngày!,https://www.youtube.com/watch?v=U52nfbTxrlc,CR Media Vietnam,302.0,https://dieukydieu.tv/wp-content/uploads/2021/05/Ng%C6%B0%E1%BB%9Di-ph%E1%BB%A5-n%E1%BB%AF-c%E1%BA%ADn-k%E1%BB%81-c%C3%A1i-ch%E1%BA%BFt-%C4%91%C3%A1nh-b%E1%BA%A1i-virut-vi%C3%AAm-ph%E1%BB%95i-V%C5%A9-H%C3%A1n.mp4
/index.html?p=4049.html,Pháp Luân Công tại Đà Lạt,Pháp Luân Công tại Đà Lạt Mùa Xuân trên Cao Nguyên,Pháp Luân Công tại Đà Lạt Mùa Xuân trên Cao Nguyên,Pháp Luân Công tại Đà Lạt - Mùa Xuân trên Cao Nguyên,https://www.youtube.com/watch?v=Kquo0ImJW9Y,Chân Tướng,540.0,https://dieukydieu.tv/wp-content/uploads/2022/02/Ph%C3%A1p-Lu%C3%A2n-C%C3%B4ng-t%E1%BA%A1i-%C4%90%C3%A0-L%E1%BA%A1t-M%C3%B9a-Xu%C3%A2n-tr%C3%AAn-Cao-Nguy%C3%AAn.mp4
/index.html?p=4058.html,Tạ ơn Sư Phụ,Tạ ơn Sư Phụ,Tạ ơn Sư Phụ Pháp Luân Công,Tạ Ân Sư (Lời Việt) - Tùng Lâm & Hợp Xướng Sứ Giả | Mừng ngày Pháp Luân Đại Pháp Thế Giới,https://www.youtube.com/watch?v=R0UzNi8Twf8,Âm Nhạc Sứ Giả,327.0,https://dieukydieu.tv/wp-content/uploads/2022/04/T%E1%BA%A1-%C6%A1n-S%C6%B0-Ph%E1%BB%A5.mp4
/index.html?p=4066.html,MV: Tân niên nhớ Sư Tôn,MV Tân niên nhớ Sư Tôn 新年想念师尊,MV Tân niên nhớ Sư Tôn 新年想念师尊 Pháp Luân Công,MV: Tân niên nhớ Sư Tôn - 新年想念师尊,https://www.youtube.com/watch?v=QElaAOZGRdU,Bách Thông,294.0,https://dieukydieu.tv/wp-content/uploads/2022/04/MV-T%C3%A2n-ni%C3%AAn-nh%E1%BB%9B-S%C6%B0-T%C3%B4n-%E6%96%B0%E5%B9%B4%E6%83%B3%E5%BF%B5%E5%B8%88%E5%B0%8A.mp4
/index.html?p=4072.html,MV: TRỞ VỀ CỐ HƯƠNG,MV TRỞ VỀ CỐ HƯƠNG Liên Tịnh,MV TRỞ VỀ CỐ HƯƠNG Liên Tịnh Pháp Luân Công,MV sân khấu: TRỞ VỀ CỐ HƯƠNG || Liên Tịnh,https://www.youtube.com/watch?v=EPo6jRil4Gk,Bách Thông,257.0,https://dieukydieu.tv/wp-content/uploads/2022/04/MV-TR%E1%BB%9E-V%E1%BB%80-C%E1%BB%90-H%C6%AF%C6%A0NG-Li%C3%AAn-T%E1%BB%8Bnh.mp4
/index.html?p=4077.html,Pháp Luân Công tại Bến Tre – Kỉ niệm 30 năm Đại Pháp Hồng Truyền,Pháp Luân Công tại Bến Tre Kỉ niệm 30 năm Đại Pháp Hồng Truyền,Pháp Luân Công tại Bến Tre Kỉ niệm 30 năm Đại Pháp Hồng Truyền,Pháp Luân Công tại Bến Tre - Kỉ niệm 30 năm Đại Pháp Hồng Truyền,https://www.youtube.com/watch?v=g8dP-wsOQzM,Info Falun Dafa,580.0,https://dieukydieu.tv/wp-content/uploads/2022/05/Ph%C3%A1p-Lu%C3%A2n-C%C3%B4ng-t%E1%BA%A1i-B%E1%BA%BFn-Tre-K%E1%BB%89-ni%E1%BB%87m-30-n%C4%83m-%C4%90%E1%BA%A1i-Ph%C3%A1p-H%E1%BB%93ng-Truy%E1%BB%81n.mp4
/index.html?p=4158.html,贝贝之愿,贝贝之愿,贝贝之愿 Pháp Luân Công,🔥一口气看完！EP1-100：魂穿乱世痴傻少年，觉醒青山经种地修仙，娶逃难千金暴揍恶霸逆天改命！| MULTI SUB,https://www.youtube.com/watch?v=cO7mYgISC8U,卡通狂欢嘉会 Cartoon Gala,7557.0,https://dieukydieu.tv/wp-content/uploads/2022/07/y2meta.com-%E8%B4%9D%E8%B4%9D%E4%B9%8B%E6%84%BF.mp4
/index.html?p=4198.html,Pháp Luân Công tại Đà Nẵng – Ý Nghĩa nhân sinh của đời người,Pháp Luân Công tại Đà Nẵng Ý Nghĩa nhân sinh của đời người.,Pháp Luân Công tại Đà Nẵng Ý Nghĩa nhân sinh của đời người.,Pháp Luân Công tại Đà Nẵng - Ý nghĩa nhân sinh của đời người,https://www.youtube.com/watch?v=DMAdhTcayYI,Info Falun Dafa,529.0,https://dieukydieu.tv/wp-content/uploads/2023/05/Ph%C3%A1p-Lu%C3%A2n-C%C3%B4ng-t%E1%BA%A1i-%C4%90%C3%A0-N%E1%BA%B5ng-%C3%9D-Ngh%C4%A9a-nh%C3%A2n-sinh-c%E1%BB%A7a-%C4%91%E1%BB%9Di-ng%C6%B0%E1%BB%9Di..mp4
/index.html?p=4209.html,Pháp Luân Công tại Quảng Ngãi – Những đóa sen trên dòng sông Trà,Pháp Luân Công tại Quảng Ngãi Những đóa sen trên dòng sông Trà.,Pháp Luân Công tại Quảng Ngãi Những đóa sen trên dòng sông Trà.,Pháp Luân Công tại Quảng Ngãi - Những đóa sen trên dòng sông Trà.,https://www.youtube.com/watch?v=g8UTdP_5PCY,Chân Tướng,595.0,https://dieukydieu.tv/wp-content/uploads/2023/07/Ph%C3%A1p-Lu%C3%A2n-C%C3%B4ng-t%E1%BA%A1i-Qu%E1%BA%A3ng-Ng%C3%A3i-Nh%E1%BB%AFng-%C4%91%C3%B3a-sen-tr%C3%AAn-d%C3%B2ng-s%C3%B4ng-Tr%C3%A0..mp4
/index.html?p=4217.html,Pháp Luân Công tại Huế – Nét đẹp văn hóa truyền thống,Pháp Luân Công tại Huế Nét đẹp văn hóa truyền thống,Pháp Luân Công tại Huế Nét đẹp văn hóa truyền thống,Pháp Luân Công tại Huế - Nét đẹp văn hóa truyền thống,https://www.youtube.com/watch?v=GypCYJ7Vk1k,Chân Tướng,675.0,https://dieukydieu.tv/wp-content/uploads/2024/05/Ph%C3%A1p-Lu%C3%A2n-C%C3%B4ng-t%E1%BA%A1i-Hu%E1%BA%BF-N%C3%A9t-%C4%91%E1%BA%B9p-v%C4%83n-h%C3%B3a-truy%E1%BB%81n-th%E1%BB%91ng.mp4
